,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
9985,Greens,505.626756271,740.749732604,302.58507398,Foreign_Affairs,155.897897267,Yes,Yes
9986,Yellows,376.133853727,575.285882729,654.74524093,Financial,209.366059548,Yes,No
9987,Greys,432.45386678,575.366374812,716.580565922,Environment,157.026822032,Yes,No
9988,Yellows,451.945941388,647.383390497,693.095714925,Education,69.0297879972,Yes,No
9989,Greys,416.573370876,573.176478195,724.697880975,Healthcare,134.031449253,Yes,No
9990,Pinks,780.970206303,400.562371127,559.073037972,Other,21.7813686035,Yes,Yes
9991,Yellows,382.914799672,528.003087066,538.404378296,Environment,293.586348342,Yes,No
9992,Blues,548.045491239,617.568332455,653.942658023,Healthcare,67.3329860631,Yes,No
9993,Yellows,381.95567502,557.785867618,584.608127809,Healthcare,238.963112483,Yes,No
9994,Reds,650.940035918,707.291349298,714.203587453,Healthcare,127.065602268,Yes,No
9995,Blues,412.821608861,586.573813401,587.549599005,Social,243.684195634,Yes,No
9996,Blues,583.886742507,637.616503995,677.76660926,Financial,66.9797850419,Yes,No
9997,Reds,583.152861442,643.815172047,684.651080442,Financial,14.046935476,Yes,No
9998,Blues,446.306587384,585.304894318,607.823680219,Environment,219.522349027,Yes,No
9999,Yellows,351.71626986,542.16747328,641.365905491,Education,112.698952133,Yes,No
