,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
9766,Greys,6,660.344917038,99843.3619801,Environment,220.114972346,No,453.596413347,Yes,Female,After_16:00,0.806963706389,0.0404867273755,7.88475304144,7.51919441624,2.79859490693,0.075496439822,8353.0,73.5565883806,624.261735041,5784.48760355,75065.4893693,Yes,205749.706201,24.985230338,780626.128935,41.4624375524,48680.7160232,90,45_and_up,0,985.747627635,8,Car,Hightech,757.104849526,1,No,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9767,Reds,3,770.163172504,147412.862491,Financial,256.721057501,No,574.214144821,No,Male,After_16:00,0.216837619897,0.168988912366,3.97878526943,0.0176312937401,3.70096603408,0.750407450832,3651.0,18.3528871741,684.101561687,7110.34457159,80510.1413378,Yes,329721.884113,26.1553352432,937270.645633,16.5051649092,66172.4224222,60,30-45,3,1021.38186219,19,Motorcycle_or_truck,Hightech,696.538084386,0,No,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
9768,Yellows,4,799.455149116,134302.459703,Education,266.485049705,No,503.977464596,No,Male,After_16:00,0.156487831846,0.13429937046,7.45683018584,4.31396158878,3.77100177342,8.98681922816,4623.0,80.2960252622,713.722780954,6467.22020787,84840.1242872,Yes,253993.284821,26.7155905971,1020148.07552,83.8021765929,71290.7667661,100,30-45,1,1109.58922568,13,Car,Student_or_Unemployed,833.68195273,1,No,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
9769,Reds,3,518.72329755,67267.2918918,Education,172.90776585,No,389.03568941,Yes,Male,After_16:00,0.10657527647,0.818468562094,9.89159819903,6.85320566176,9.11174012115,6.73111968208,6036.0,42.3139499268,714.171810475,5318.70051505,83048.3031185,Yes,151348.767635,26.7239931611,1021320.95725,32.3440901935,30080.0032571,100,45_and_up,1,1101.24410186,19,Car,Student_or_Unemployed,839.171806982,4,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0
9770,Blues,9,156.857306808,21837.1504139,Financial,52.2857689359,No,417.649981215,Yes,Female,After_16:00,0.891812812071,0.418039530749,7.64248946682,3.37716048118,1.34439654415,2.63833072502,8718.0,17.4211400095,564.901541271,5306.30289469,65673.4176751,Yes,174431.506809,23.7676574628,639236.945889,42.7743585547,2796.08740216,60,30-45,3,841.07300902,18,Foot_or_bicycle,Public_Sector,581.793247509,0,No,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
9771,Blues,5,529.698339849,77772.5422012,Environment,176.566113283,No,440.472640843,Yes,Male,After_16:00,0.996181996074,0.799530904507,0.757276166696,9.17177172843,9.7564246715,6.86861185124,8464.0,62.5324109569,600.058591007,5604.84359045,70397.4430213,Yes,194016.147331,24.4960933826,721239.129264,84.0089436388,31362.1584732,90,30-45,4,908.115666564,5,Foot_or_bicycle,Industry_or_other,648.031341147,0,No,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
9772,Greys,6,284.366553619,46524.8028841,Financial,94.7888512065,No,490.825685636,Yes,Female,After_16:00,0.0361319927033,0.828311997233,7.51838550204,4.96522633126,1.75802774029,3.09753691778,4148.0,90.3597231489,631.774848175,6171.80655271,75989.4801087,Yes,240909.85368,25.1351317517,894970.839123,98.4367448138,9089.71516425,60,30-45,1,989.494184072,20,Car,Hightech,743.628504301,2,No,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9773,Yellows,2,280.95085194,44458.9854371,Environment,93.6502839799,No,474.734123034,Yes,Female,After_16:00,0.229814388556,0.534984295955,1.33630161639,2.13799720164,0.735007643234,2.33585013309,3581.0,91.9619727414,622.571851845,5992.48493404,72111.9587182,Yes,225372.487573,24.9513897778,776295.100347,93.1652242783,8874.0259735,90,Below_30,2,917.260480681,5,Car,Hightech,618.944803434,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
9774,Reds,3,653.405452627,134769.178822,Healthcare,217.801817542,No,618.769762082,No,Female,By_16:00,0.317598357331,0.620769376634,4.75629394175,0.90080029564,8.94068367314,4.12897108356,3659.0,80.1045864588,654.889633637,7497.47688809,79096.0596564,Yes,382876.018467,25.590811508,859093.364817,38.8281723252,47665.4335423,80,45_and_up,1,1003.14292931,14,Public_or_other,Public_Sector,703.730565655,2,No,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0
9775,Greens,5,607.191773994,192676.805317,Other,202.397257998,No,951.973397383,No,Male,After_16:00,0.507379905321,0.467089350801,6.3314736262,1.92795787007,3.01826729672,2.01095625525,7680.0,37.6423943322,993.389817367,11506.5136086,115910.839953,Yes,906253.349326,31.5180871464,1975489.33219,26.2995860539,41177.0473031,50,Below_30,1,1429.59832338,4,Foot_or_bicycle,Public_Sector,880.700296024,1,Yes,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0
9776,Reds,9,310.203425637,63459.3420279,Environment,103.401141879,No,613.719934566,No,Male,By_16:00,0.261471048696,0.403907206841,1.49514664896,7.85878009629,8.22054434568,9.57871457562,5428.0,50.5926989485,651.402150032,7440.00364572,78901.8817166,Yes,376652.158083,25.5225811789,849984.392972,8.3830708405,10805.1972837,90,45_and_up,2,1003.20938123,17,Foot_or_bicycle,Services_or_Retail,711.150905496,1,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
9777,Blues,3,194.799193968,38020.8295423,Social,64.9330646562,No,585.538812062,No,Female,By_16:00,0.260863745585,0.726012411295,3.35863261018,4.91324787959,6.12511061598,2.8383607883,4010.0,24.5217368938,676.80341981,7208.99496024,79483.1676923,Yes,342855.700431,26.015445793,917390.178437,5.73702394031,4291.2359503,70,30-45,2,1002.12770474,3,Motorcycle_or_truck,Public_Sector,668.901491412,2,No,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
9778,Reds,5,385.55771946,54673.021478,Healthcare,128.51923982,No,425.407289637,Yes,Female,By_16:00,0.240365430713,0.124823675724,1.96480912156,6.10146427527,9.00735764531,1.75985570531,4413.0,70.0950908242,675.83350543,5605.73990723,79462.1062609,Yes,180971.362076,25.9967979842,914726.978886,98.0981164612,16655.7142437,80,30-45,3,1045.64962087,8,Car,Services_or_Retail,789.717474032,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
9779,Blues,10,831.598176929,162155.467441,Environment,277.19939231,No,584.977716185,No,Male,By_16:00,0.394321942702,0.43944906001,6.91304543288,5.20902656019,1.52301993221,6.79690231336,7813.0,26.9499497022,668.99367829,7187.76451843,78752.8612379,Yes,342198.928433,25.8649121067,896364.788977,66.0520044854,77126.7024891,90,45_and_up,1,992.9561212,7,Public_or_other,Services_or_Retail,664.728078242,0,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0
9780,Pinks,10,416.072232767,120176.619424,Military,138.690744256,No,866.507855801,No,Female,After_16:00,0.764575163135,0.0924560630228,5.30623974977,7.66838868381,2.84130918561,1.38013735879,7407.0,72.5769668585,605.46676768,9876.01209337,82631.275165,Yes,750835.864165,24.6062343255,734902.751829,6.00143163465,19383.8132865,30,45_and_up,0,1054.68609828,20,Motorcycle_or_truck,Hightech,846.230443567,0,Yes,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
9781,Reds,9,130.208396031,26595.398793,Environment,43.4027986769,No,612.757693138,No,Female,After_16:00,0.562881196383,0.423672966193,7.8413476469,7.56322294706,1.39925849391,3.99536374956,9743.0,14.201351488,669.470794194,7466.51851977,79772.6703942,Yes,375471.9905,25.8741336897,897691.921296,58.9510641294,1937.20573166,90,30-45,1,1007.23700747,16,Motorcycle_or_truck,Industry_or_other,686.875046755,0,No,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
9782,Whites,10,912.251654136,87163.8465661,Foreign_Affairs,304.083884712,No,286.644083913,Yes,Female,After_16:00,0.923437302699,0.23888872331,5.84022553172,4.83479024144,0.447199016344,6.14318149164,6849.0,63.5906205978,952.150645648,4770.74213043,96531.3898621,Yes,82164.8308426,30.8569383713,1814151.66935,88.2810476935,92781.0928263,40,Below_30,3,1222.26061521,3,Motorcycle_or_truck,Services_or_Retail,673.321251468,1,Yes,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0
9783,Yellows,6,390.450996203,49388.7214107,Education,130.150332068,No,379.474417207,Yes,Female,After_16:00,0.202775317477,0.068641029764,1.2843279657,6.87319474528,9.5383752021,1.96470544441,4903.0,50.7497770479,565.690658253,4926.12548857,67064.5779272,Yes,144000.833314,23.7842523165,641069.06653,92.9675611435,17079.2592694,100,Below_30,4,880.944255333,20,Motorcycle_or_truck,Hightech,667.750442368,0,No,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
9784,Pinks,7,887.887514314,289375.346292,Other,212.21704121,No,977.74326689,No,Female,After_16:00,0.733251879225,0.439377964241,7.59828714188,1.24122727197,0.436478815973,5.51291847834,7179.0,89.5626726095,696.702093584,11170.8368561,94029.7149911,Yes,955981.895949,26.3951149568,972717.614719,63.5242886143,87899.7667353,50,45_and_up,3,1195.93473194,1,Public_or_other,Industry_or_other,942.257042051,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
9785,Reds,4,182.359644772,37280.8658182,Education,60.7865482575,No,613.307826927,No,Female,By_16:00,0.249590797117,0.620782905025,2.36037805676,8.8572763605,6.43999476917,5.31144435983,4218.0,72.89944652,681.005280029,7495.08882933,81880.4735017,Yes,376146.49057,26.0960778668,928897.682771,46.0457840469,3765.79099731,100,Below_30,2,1043.2315791,8,Public_or_other,Industry_or_other,737.992088767,0,No,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0
9786,Blues,1,413.8806499,59704.6017549,Education,137.960216633,No,432.766801994,Yes,Male,By_16:00,0.578150309855,0.0470231487416,3.34175319644,4.76353219012,6.91901217215,7.04661192838,3421.0,46.1487854132,551.722652077,5431.1133241,65273.8351629,Yes,187287.104908,23.4887771516,609837.622839,83.5791099817,19180.9815902,100,30-45,2,839.370270609,3,Foot_or_bicycle,Services_or_Retail,599.08640708,1,No,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
9787,Blues,4,261.17664214,38157.8522994,Education,87.0588807133,No,438.299366896,Yes,Male,By_16:00,0.207544757519,0.740094258916,4.55123613821,4.44976416649,7.28541679215,9.65611334424,9168.0,56.5455262782,587.146428025,5557.28652502,67890.156545,Yes,192106.335022,24.2311045564,690515.692343,44.1447174409,7676.30759177,100,Below_30,2,865.03026682,19,Car,Industry_or_other,585.537089816,1,No,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
9788,Oranges,9,177.487267495,25221.8644862,Social,59.1624224983,No,426.315614222,Yes,Female,After_16:00,0.52517490508,0.984502538107,1.37992814649,7.28901807219,3.15229463158,7.63018767349,5117.0,7.55487352144,567.171477801,5397.49909782,70346.3535762,Yes,181745.002929,23.8153622228,644573.949985,91.041303589,3569.35465837,70,45_and_up,1,938.417846016,9,Public_or_other,Industry_or_other,770.663909147,0,No,7.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
9789,Oranges,6,36.4534270038,5212.50848485,Financial,12.1511423346,No,428.972712302,Yes,Female,After_16:00,0.106527746189,0.258824374294,5.10643107351,9.3600177695,9.61712091928,1.38301894302,5807.0,47.3235252546,558.129776609,5405.98667624,69112.4946259,Yes,184017.5879,23.6247704033,624203.171108,10.1381300716,169.801402371,60,45_and_up,1,918.465730788,20,Foot_or_bicycle,Services_or_Retail,746.50332122,1,No,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
9790,Oranges,1,561.669776021,85228.9660286,Healthcare,187.223258674,No,455.226378562,Yes,Male,By_16:00,0.717619589297,0.447748522507,5.88378587971,8.3375322842,6.765054774,5.68062294042,9234.0,52.5160890073,601.779871791,5755.82352921,73994.9653639,Yes,207231.055739,24.5312020046,725530.80792,89.7156892112,35249.771847,80,Below_30,3,980.901200404,9,Foot_or_bicycle,Hightech,787.553355872,0,No,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
9791,Whites,5,168.87835607,53841.0374657,Military,56.2927853566,No,956.446498865,No,Male,After_16:00,0.162639324786,0.638264914742,7.7879847493,8.04912007414,9.95550602907,0.770686881151,7198.0,85.1244335528,989.755033165,11543.975055,117665.953187,Yes,914789.905192,31.4603724257,1961162.84394,46.6010010103,3235.17046856,30,Below_30,2,1469.59722438,5,Car,Hightech,966.346089284,2,Yes,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
9792,Pinks,3,98.2853608882,22253.3099658,Military,32.7617869627,No,679.245915098,No,Female,After_16:00,0.0851235387381,0.847418169491,2.4296975974,3.68670959491,3.62191272667,5.19010510994,9755.0,55.7631937088,376.691645011,7545.842441,58356.1542699,Yes,461375.013177,19.4085456697,285207.377719,84.8484012531,1116.09647195,30,45_and_up,3,769.417552722,15,Public_or_other,Industry_or_other,724.940961405,2,Yes,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
9793,Pinks,10,122.610050189,30048.3357075,Military,40.8700167297,No,735.217112982,No,Male,After_16:00,0.677921510767,0.873453557957,8.89774490846,7.6626151544,4.13989186287,7.88232191699,9526.0,67.7863515913,503.59724788,8359.36562558,70945.4777299,Yes,540544.203222,22.4409725253,508755.1153,51.2879555579,1721.22828421,30,45_and_up,3,921.520255668,14,Foot_or_bicycle,Services_or_Retail,789.522042556,1,Yes,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0
9794,Yellows,2,605.130753766,88051.282884,Social,201.710251255,No,436.523589336,Yes,Female,After_16:00,0.610521744937,0.105710376753,8.77298681764,6.62783930777,4.50855615316,3.74902239069,5151.0,59.7726634704,558.563075626,5482.36204462,65779.9546273,Yes,190552.844047,23.6339390628,625026.464562,38.0777956685,40898.7357128,70,Below_30,2,843.620160878,18,Foot_or_bicycle,Hightech,594.522067762,1,No,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
9795,Greys,8,266.121931544,40230.0502234,Financial,88.7073105147,No,453.51448477,Yes,Female,After_16:00,0.975340713514,0.566782421665,8.62149302149,8.5403193091,8.92318108818,1.18098320905,5879.0,11.9923842605,589.305282528,5713.75541276,71269.5225622,Yes,205675.387896,24.275610858,695738.657547,78.933774191,7967.69424926,60,30-45,4,932.581718379,11,Foot_or_bicycle,Hightech,713.711031254,0,No,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9796,Oranges,4,306.407214545,80018.1678296,Healthcare,102.135738182,No,783.449253455,No,Female,After_16:00,0.781827103347,0.860983110266,8.76305345912,6.08536522835,3.91308062477,1.59365719184,7273.0,7.63068036176,851.005372551,9536.50327966,97126.8435385,Yes,613792.73274,29.1719963758,1449897.55384,58.4849708481,10543.8447521,80,Below_30,3,1186.15794381,2,Public_or_other,Public_Sector,683.816366335,0,No,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0
9797,Oranges,3,655.949944492,176140.630895,Financial,218.649981497,No,805.582647156,No,Female,By_16:00,0.866637714673,0.563642433146,9.48831680231,7.93367007514,9.02402264066,2.06587228924,8271.0,27.2418485256,855.687076356,9767.20062427,98139.7619308,Yes,648963.401398,29.2521294329,1465911.54058,82.2693687165,48036.4643904,60,30-45,2,1198.28295562,19,Motorcycle_or_truck,Industry_or_other,695.212644375,1,No,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
9798,Pinks,3,768.082414109,254205.961163,Other,256.02747137,No,992.885489215,No,Female,After_16:00,0.935592530528,0.611699704779,1.3515458582,1.04082175298,1.80088003166,1.97649886832,5514.0,97.2713516327,924.314605771,11777.4841037,113724.493701,Yes,985821.594693,30.4025427517,1710713.53037,93.9917020267,65816.0935673,50,45_and_up,1,1429.00369244,8,Public_or_other,Hightech,995.663996646,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0
9799,Yellows,4,540.080670941,72807.3645528,Environment,180.026890314,No,404.42494133,Yes,Male,By_16:00,0.288546169642,0.530211086851,2.34247273533,3.74915348832,1.55889237532,0.970166560728,3316.0,28.8060067222,603.263472149,5250.77635759,70020.2439643,Yes,163559.533169,24.5614224374,728915.186522,17.8688414162,32599.7081263,90,Below_30,2,906.943579713,5,Motorcycle_or_truck,Student_or_Unemployed,647.127921291,0,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0
9800,Pinks,10,122.732755037,16450.1889584,Other,40.9109183457,No,402.097768117,Yes,Male,After_16:00,0.117459391011,0.512728727423,1.40178310452,6.36779247783,5.94984496478,4.78030870436,5734.0,48.9808420185,234.896645183,4490.77097153,47100.7890138,Yes,161682.615125,15.3263382836,111698.591489,59.6047360683,1724.61415823,50,30-45,2,718.429699677,5,Motorcycle_or_truck,Student_or_Unemployed,933.625884401,2,Yes,6.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0
9801,Reds,6,250.06874692,32350.3412393,Social,83.3562489734,No,388.097372875,Yes,Female,After_16:00,0.912352278363,0.75795103237,5.25201902026,2.41416956764,1.07131571043,0.221716775559,9474.0,74.3551143678,734.179271296,5349.33227134,85277.247454,Yes,150619.570832,27.0957426784,1079303.68697,98.3092828887,7041.6204919,70,30-45,3,1133.1634817,6,Public_or_other,Public_Sector,867.184800496,1,No,7.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
9802,Yellows,5,778.187368349,126010.127598,Social,259.39578945,No,485.783242145,Yes,Male,By_16:00,0.989350303076,0.220967388013,9.04009521939,4.91477910895,3.94071071874,1.91186693963,9105.0,60.4726469843,630.969025755,6119.77047296,76196.0806715,Yes,235985.358349,25.119096834,797498.747189,67.2827564646,67555.5713737,70,30-45,3,996.020958147,20,Motorcycle_or_truck,Services_or_Retail,759.141021506,0,No,7.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0
9803,Oranges,10,82.5899876064,10948.1904489,Healthcare,27.5299958688,No,397.682240892,Yes,Female,After_16:00,0.627173701534,0.696409192868,6.49511318654,5.24553965079,8.41976315482,7.68962917151,9105.0,18.5882257065,581.551197588,5139.9248041,69917.0410866,Yes,158151.164721,24.1153726404,677534.418602,89.9592625909,795.430668405,80,30-45,1,924.737066796,2,Public_or_other,Public_Sector,723.145529756,1,No,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
9804,Yellows,6,113.025311879,13552.6298642,Environment,37.6751039596,No,359.723754942,Yes,Male,By_16:00,0.903465041891,0.366937835235,1.42813495593,0.361315321643,5.04937815014,0.0392485270277,6381.0,80.6978659471,625.233344318,4847.70423805,70548.5390261,Yes,129401.179869,25.0046664508,782829.913781,19.7440664982,1467.08856233,90,Below_30,1,912.042551612,17,Public_or_other,Student_or_Unemployed,626.720332464,3,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0
9805,Oranges,1,235.469242545,61147.6166464,Environment,78.4897475151,No,779.052278575,No,Male,By_16:00,0.730842594756,0.326599330408,8.49244009238,0.955297027249,3.04607211845,2.4377500522,3816.0,45.0319974683,862.986091848,9516.49496945,97851.2311436,Yes,606922.452753,29.3766249227,1490955.93107,94.5172419772,6249.13021249,90,30-45,0,1193.03738574,15,Foot_or_bicycle,Public_Sector,676.889350434,0,No,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
9806,Oranges,10,204.04819566,54520.1678073,Education,68.0160652198,No,801.57779829,No,Female,By_16:00,0.0852707594167,0.966396634933,6.6622832045,0.586191390175,4.9647750007,3.79547974328,7150.0,82.1510316571,878.037183285,9771.85234947,99772.748857,Yes,642526.966712,29.631692211,1543401.60094,62.3151309555,4704.20119321,100,30-45,3,1216.10758442,14,Public_or_other,Services_or_Retail,691.432679274,0,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0
9807,Yellows,6,67.1060485783,8944.88696865,Financial,22.3686828594,No,399.884384112,Yes,Female,After_16:00,0.705160370097,0.408623130294,2.08280239487,7.56373746786,9.24640202196,4.72688831622,5208.0,49.0332586924,587.708489342,5174.26081981,67788.1450585,Yes,159907.520657,24.2426997123,691819.961769,24.4652476162,532.726655726,60,45_and_up,1,872.696326236,9,Public_or_other,Industry_or_other,607.540494833,1,No,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
9808,Yellows,5,346.35389279,39636.9454708,Financial,115.451297597,No,343.321784129,Yes,Female,By_16:00,0.967140970286,0.313476394862,9.05249207048,3.82765018148,4.24491602462,8.0672866432,7453.0,87.1089367662,515.845631456,4464.9091042,59143.3029908,Yes,117869.847457,22.7122352809,533070.195471,4.30808004458,13454.4534143,60,Below_30,1,760.314597682,8,Car,Services_or_Retail,523.442701916,0,No,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0
9809,Blues,5,264.995672355,35289.7721123,Education,88.331890785,No,399.513378449,Yes,Male,After_16:00,0.1027544057,0.259803843219,3.99659488816,8.9373519388,9.487041377,9.69463634305,5071.0,86.7109254003,587.371410233,5169.87660496,67320.0322411,Yes,159610.93956,24.2357465376,691008.49493,45.2744192211,7900.85482044,100,45_and_up,3,862.902824204,15,Public_or_other,Services_or_Retail,588.6344343,0,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0
9810,Greens,8,459.2670177,147429.846562,Foreign_Affairs,153.0890059,No,963.033535263,No,Female,By_16:00,0.113668732811,0.301001672633,6.84774918249,4.405442446,9.23224748578,2.46218377957,4587.0,37.0493495837,888.271440784,11406.8782342,106731.437297,Yes,927433.59004,29.8038829817,1579864.38865,45.7098403014,23599.3327334,40,30-45,2,1315.27269229,6,Motorcycle_or_truck,Industry_or_other,839.05008412,1,Yes,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
9811,Greys,10,33.5513688073,7120.2561727,Education,11.1837896024,No,636.658630554,No,Male,By_16:00,0.657680368284,0.0773372561671,2.30312096886,3.19659365108,7.29754570872,0.47464456642,8782.0,89.3059885828,616.412012651,7599.41033085,75050.5782219,Yes,405334.211859,24.8276461359,761222.650375,2.07080231048,146.260939474,100,30-45,0,942.663206842,8,Public_or_other,Public_Sector,648.453064803,0,No,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0
9812,Yellows,9,112.794947065,15680.0667098,Healthcare,37.5983156883,No,417.041732396,Yes,Female,After_16:00,0.550745765446,0.943016107427,9.1414368269,0.485624368303,9.63315953733,0.393604417332,8788.0,18.9839066705,564.140002597,5298.69732915,66151.8607899,Yes,173923.806559,23.7516315776,637540.62032,30.3270005854,1461.23165828,80,Below_30,1,852.276939303,9,Motorcycle_or_truck,Services_or_Retail,605.693527453,1,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0
9813,Blues,6,907.801314051,177852.843081,Environment,302.600438017,No,587.748134956,No,Female,After_16:00,0.9257498472,0.329484210117,1.4990070276,9.64410270099,4.15003447561,3.94839106826,5026.0,14.0707415296,642.162068466,7161.80548649,76356.1236353,Yes,345447.870144,25.3409168829,825993.794222,65.0928979041,91879.6255262,90,Below_30,0,962.621541719,19,Motorcycle_or_truck,Hightech,651.801733207,0,No,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
9814,Yellows,4,163.726550234,21600.9186098,Financial,54.5755167448,No,395.798700557,Yes,Female,By_16:00,0.928926485358,0.22593996278,7.7595997043,6.3896202622,8.14210026059,7.96779064462,5613.0,23.3808133984,568.105245811,5094.19749719,66888.8961223,Yes,156656.611363,23.8349584814,646532.587098,17.391193565,3043.0625447,60,Below_30,2,870.698472762,3,Foot_or_bicycle,Hightech,639.647762954,1,No,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
9815,Yellows,8,285.217622022,36815.0581373,Financial,95.0725406741,No,387.231243388,Yes,Male,After_16:00,0.944865842815,0.0902208338957,9.71837985096,6.20531867491,1.96231468581,0.167340419721,8992.0,39.5561902784,517.468102731,4907.24863934,60883.507719,Yes,149948.035856,22.7479252401,536504.711513,94.3407594226,9143.8605309,60,Below_30,3,784.947207294,3,Motorcycle_or_truck,Public_Sector,561.005580995,1,No,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0
9816,Blues,10,344.438737172,69784.4368074,Social,114.812912391,No,607.810004592,No,Male,After_16:00,0.859222312458,0.965796471573,7.51991633791,3.78354512854,6.33668577299,2.22565342439,6116.0,2.33228059951,630.414468645,7338.92898321,76764.4732917,Yes,369433.001682,25.1080558516,796158.203502,43.3168302989,13306.817764,70,Below_30,2,975.948494459,8,Public_or_other,Public_Sector,695.588944439,0,No,7.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
9817,Greys,8,602.272912343,93730.0800106,Environment,200.757637448,No,466.881764511,Yes,Male,After_16:00,0.598807207774,0.785669354023,0.702186722774,6.98871424887,6.91486638272,0.745662250556,8962.0,64.0859381761,631.306664846,5931.4309748,75700.4958598,Yes,217978.582033,25.1258167001,798323.482038,69.851049385,40514.386631,90,30-45,2,990.059232975,8,Motorcycle_or_truck,Public_Sector,750.390116326,2,No,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0
9818,Blues,7,824.220180188,165195.232225,Healthcare,274.740060063,No,601.278285325,No,Female,After_16:00,0.624319010181,0.806575684343,7.10064296378,5.81767797237,4.30900718085,2.5225411728,8589.0,95.8830737276,653.578942875,7319.940739,78057.9831089,Yes,361535.576403,25.5651900614,855618.231634,93.9692815999,75766.8406634,80,45_and_up,0,986.390982084,11,Public_or_other,Services_or_Retail,676.084209929,0,No,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
9819,Oranges,5,524.369055925,146089.335501,Financial,174.789685308,No,835.800666629,No,Male,By_16:00,0.52748387563,0.784399183933,3.37594238343,7.09204981104,0.773547021672,7.30119895423,8667.0,68.9361621859,865.691034324,10089.3887349,99764.2273232,Yes,698562.754337,29.4226279303,1500396.44463,78.6692214431,30736.2237755,60,Below_30,2,1217.05706809,17,Public_or_other,Hightech,708.710141069,0,No,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0
