,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
6573,Oranges,3,164.435377859,22081.1886239,Healthcare,54.8117926195,No,402.854706417,Yes,Male,By_16:00,0.476552700857,0.0396427293308,6.76577356411,0.37179654697,6.20606197044,2.84426829312,9031.0,41.6743666399,559.422390383,5147.39184493,68161.7341437,Yes,144167.337548,23.6521117531,627039.650905,61.7208937882,3069.14440279,80,30-45,2,903.752859028,9,Motorcycle_or_truck,Hightech,719.974474083,0,No,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
6574,Greys,4,647.912050683,103519.568726,Environment,215.970683561,No,479.322318284,Yes,Female,By_16:00,0.0709856546018,0.356416757219,4.84805240063,6.96517485194,6.59977759235,7.17810976552,5520.0,28.6618992221,607.474959012,6008.17310086,73784.3794485,Yes,229749.884805,24.6470071005,739281.752377,15.4280488146,46869.3068413,90,Below_30,2,965.048897476,16,Motorcycle_or_truck,Hightech,740.778405074,3,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
6575,Yellows,10,784.390805876,130858.920499,Environment,261.463601959,No,500.486184382,No,Male,By_16:00,0.0582790586632,0.0870741275139,9.54657657072,3.68856533663,2.46043444378,3.61980846152,3782.0,86.3891614834,658.947967219,6322.75777826,78578.7513778,Yes,250486.420757,25.6699818313,869689.883139,30.5339793907,68634.6787512,90,30-45,1,1020.37676428,14,Car,Services_or_Retail,754.549950689,1,No,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
6576,Whites,6,314.172683249,24446.2649264,Foreign_Affairs,104.72422775,No,233.434664086,Yes,Male,After_16:00,0.840107663767,0.940092302393,4.84814429423,7.06937499577,1.51018291013,7.71049140487,6077.0,18.2407283457,739.681253827,3813.70914851,74682.8955801,Yes,54491.7423967,27.1970817153,1095001.88858,25.5626998609,11081.8881055,40,45_and_up,4,939.926290168,18,Public_or_other,Services_or_Retail,501.739390631,6,Yes,3.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0
6577,Browns,1,1125.5336663,44968.6039647,Education,375.177888767,Yes,119.859419521,Yes,Female,After_16:00,0.216573379701,0.803163263714,7.382960713,1.09171855496,0.249476614408,4.06565013109,5994.0,99.0340092452,775.883967205,2750.36212962,81366.5596085,No,14366.2804478,27.8546938092,1204872.07847,26.9678337732,141143.626109,100,45_and_up,2,1085.46047114,18,Foot_or_bicycle,Public_Sector,750.357917404,0,No,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
6578,Blues,3,103.911589131,14210.5340852,Healthcare,34.6371963769,No,410.268023155,Yes,Female,By_16:00,0.089803927578,0.858563084155,2.10730939871,0.236435928382,1.84341571759,5.6747752754,4143.0,42.349958024,546.485231763,5195.65069507,64224.8641689,Yes,168319.850823,23.3770235865,598300.810712,81.8781362148,1244.37256923,80,Below_30,4,827.026320342,13,Motorcycle_or_truck,Industry_or_other,588.325618881,1,No,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
6579,Pinks,5,922.452440225,299631.657522,Other,307.484146742,No,974.46213308,No,Male,After_16:00,0.942500830162,0.50485330401,8.43436699128,5.92462687287,9.26363711245,5.25241926545,5123.0,54.8386027804,193.95579421,10132.5329192,47984.2127424,Yes,949576.448807,13.9268012914,76913.5489978,97.7904308122,94863.9846441,50,45_and_up,1,617.699752951,3,Motorcycle_or_truck,Services_or_Retail,691.386649708,2,Yes,6.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0
6580,Greys,10,154.706642414,20119.0378897,Environment,51.5688808047,No,390.139122195,Yes,Female,After_16:00,0.0359286135063,0.997345662443,1.77508953493,8.53606228717,3.39897952974,6.00195692386,4080.0,81.7664159462,607.430562138,5116.25234623,71781.694563,Yes,152208.534667,24.6461064296,739063.692348,45.4848719295,2720.91834826,90,45_and_up,1,945.590211941,13,Motorcycle_or_truck,Hightech,719.777587595,2,No,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6581,Blues,10,299.498984846,60197.4751916,Education,99.8329949485,No,602.981761917,No,Female,By_16:00,0.843935352284,0.444288660772,7.67230065539,5.24961893447,2.86612137686,6.11987459706,5199.0,25.5834640004,655.934068213,7341.6857556,78399.6514877,Yes,363587.005205,25.6112098155,861793.473973,61.4217343042,10076.4598753,100,45_and_up,3,991.38310015,11,Foot_or_bicycle,Student_or_Unemployed,681.488525132,0,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0
6582,Reds,5,512.727168349,96506.8552821,Healthcare,170.909056116,No,640.435594425,No,Male,By_16:00,0.488566366024,0.672124519944,4.92178103421,6.64078783244,0.686635246966,3.4855304705,6808.0,54.6975666424,597.275750935,6841.23035407,72565.4057022,Yes,318849.820599,24.4392256615,714711.486741,17.6498265006,29390.8145187,80,30-45,2,924.101737813,9,Foot_or_bicycle,Industry_or_other,660.173546901,4,No,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6583,Greys,3,542.59460615,83275.459692,Healthcare,180.864868717,No,460.429160638,Yes,Male,After_16:00,0.791273188777,0.54070496955,4.87320698099,0.399373392574,0.311420760117,0.506929287221,4617.0,40.0370819727,599.224875526,5802.74135743,72354.354421,Yes,211995.011965,24.4790701524,719332.595913,39.9594808696,32902.9656046,80,Below_30,2,945.97723117,2,Motorcycle_or_truck,Services_or_Retail,721.263854266,3,No,4.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0
6584,Pinks,7,502.007042239,145452.519731,Other,167.335680746,No,869.225971907,No,Female,After_16:00,0.745510536479,0.383267350262,2.81204340979,7.37404278247,7.93619132135,7.56664679386,9007.0,66.3360752398,847.211418673,10386.6825564,103837.176363,Yes,755553.790237,29.1068964109,1437338.96798,88.9978219057,28178.5657316,50,30-45,1,1312.09594675,7,Public_or_other,Public_Sector,925.366145515,1,Yes,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0
6585,Greys,10,559.401736786,113336.037284,Financial,186.467245595,No,607.806678982,No,Male,After_16:00,0.168456011917,0.74567524693,2.22559049726,3.36327603087,2.53116430948,3.88253753074,3708.0,86.4358173218,547.257590454,7172.58197073,68862.6740492,Yes,369428.959015,23.3935373651,600240.823527,87.6462686341,34966.5009256,60,45_and_up,2,873.950613877,15,Motorcycle_or_truck,Public_Sector,641.27622914,0,No,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
6586,Blues,4,132.336997979,17584.9067329,Social,44.1123326597,No,398.639239248,Yes,Female,By_16:00,0.472182495287,0.466480851406,6.85149809113,8.32429686794,6.94887963822,3.32629714627,7063.0,32.015552395,570.726851565,5127.84609561,65771.806867,Yes,158913.243068,23.8898901539,652446.777941,22.8221271886,2000.01022534,70,Below_30,1,843.448344129,5,Foot_or_bicycle,Hightech,579.860507593,0,No,7.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
6587,Oranges,10,344.461509623,95028.4233928,Education,114.820503208,No,827.625909468,No,Male,After_16:00,0.97588451975,0.478848838247,8.33801476518,5.8491847245,5.70741322124,2.35115952324,4431.0,22.5733590079,872.394812418,10021.0487195,99967.2932824,Yes,684964.646022,29.5363303817,1523683.3072,0.178903830238,13308.5684601,100,45_and_up,3,1218.04983143,12,Car,Industry_or_other,700.263818608,0,No,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6588,Reds,3,303.774371282,37144.0572106,Environment,101.258123761,No,366.82545391,Yes,Female,After_16:00,0.608672684291,0.36896748119,4.18635802111,5.80609171884,9.01404570322,0.959267015569,7194.0,9.25865164027,690.407511721,5049.06956254,80958.6206893,Yes,134560.913636,26.2756067812,954549.280675,49.2585627129,10364.4657513,90,45_and_up,1,1081.74467627,14,Car,Services_or_Retail,847.390740661,2,No,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
6589,Oranges,6,653.434317548,98537.7196199,Environment,217.811439183,No,452.399194412,Yes,Female,After_16:00,0.28223649133,0.53775193356,3.97633040091,1.33362261578,5.87366222171,4.09586964874,8265.0,15.1778308442,563.712498608,5651.41694134,69744.2936356,Yes,204665.031105,23.7426304063,636743.200823,66.07479495,47669.6344779,90,30-45,0,921.200895186,9,Foot_or_bicycle,Industry_or_other,737.239453995,0,No,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
6590,Yellows,8,230.857046866,29959.3912472,Social,76.9523489552,No,389.323934278,Yes,Male,By_16:00,0.450221233303,0.623626844026,9.20749401441,3.21649681777,8.34186567692,9.35129101388,3300.0,97.7126406273,593.401710096,5080.04276298,68107.1401334,Yes,151573.125802,24.3598380556,705259.915914,61.0630160198,6008.61635868,70,30-45,2,877.700376926,13,Car,Student_or_Unemployed,609.412888823,0,No,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0
6591,Blues,10,596.678873525,115322.747766,Education,198.892957842,No,579.823182364,No,Female,After_16:00,0.500254830811,0.374911095947,5.92545357766,2.16577937594,4.90654823137,2.44457581546,3162.0,73.9510638872,604.743074224,7007.71797209,72863.8502562,Yes,336194.922807,24.5915244388,732654.169184,3.61111741513,39767.3016369,100,30-45,3,920.238263691,11,Public_or_other,Services_or_Retail,635.974357306,1,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0
6592,Purples,9,-106.959860002,-21188.9504712,Environment,-35.6532866675,Yes,594.305671419,No,Female,After_16:00,0.889564883662,0.391414925223,3.47192921909,4.905715473,7.41851281375,4.41314548487,3132.0,52.6401031762,521.721804289,6986.50032277,71445.9085205,No,353199.23108,22.8412303585,545843.977716,12.7643396379,1245.50356353,90,Below_30,2,955.175142376,3,Public_or_other,Public_Sector,852.389902748,2,Yes,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0
6593,Yellows,4,370.903283086,71710.2607576,Education,123.634427695,No,580.018544142,No,Female,By_16:00,0.957466688706,0.636622429593,5.29165270505,2.34974938678,3.24279343942,9.78822446195,8619.0,52.8124913108,609.237303322,7018.66004806,77936.3660562,Yes,336421.511548,24.6827328982,743770.944087,49.7039512033,15419.1061392,100,Below_30,1,1026.68643914,19,Motorcycle_or_truck,Industry_or_other,840.742023479,0,No,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
6594,Blues,9,180.97662376,25741.5581179,Healthcare,60.3255412535,No,426.710769319,Yes,Female,After_16:00,0.428202668903,0.877825107891,5.24362456752,1.58249483677,6.35784694459,1.03022246622,7392.0,43.7753120903,587.415057855,5247.50264768,67772.8819171,Yes,182082.080653,24.2366470011,691137.680471,47.1783451503,3709.49646878,80,Below_30,1,865.379285747,7,Motorcycle_or_truck,Services_or_Retail,588.069313492,0,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0
6595,Yellows,10,771.087340509,106522.960758,Healthcare,257.029113503,No,414.439280074,Yes,Female,After_16:00,0.656665597111,0.720902614295,5.27428441215,1.07627529651,4.86518660793,1.52847483987,5587.0,2.45755924843,596.618039837,5337.62888041,64955.6507372,Yes,171759.916868,24.4257659007,712935.724026,72.5467503769,66330.9943016,80,Below_30,3,880.957077435,10,Motorcycle_or_truck,Public_Sector,605.113827149,0,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0
6596,Reds,3,785.541108674,152204.441162,Social,261.847036225,No,581.272346467,No,Female,By_16:00,0.169772362569,0.562724560034,6.11628417624,4.23549039289,2.04413403058,1.34305125335,5199.0,66.8774428079,639.901232152,7092.52592898,76219.9654031,Yes,337877.540768,25.296269135,820196.978206,21.0431535728,68835.7174159,70,30-45,3,963.30436404,19,Public_or_other,Public_Sector,658.532040913,1,No,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0
6597,Reds,3,293.792041768,40801.5830582,Healthcare,97.9306805892,No,416.637388944,Yes,Female,By_16:00,0.157214174513,0.457304587588,6.64310113294,5.63997541787,0.199327203445,0.233565962408,7752.0,25.0196307432,683.403888417,5533.18166627,81160.7333305,Yes,173586.713866,26.1419947291,935352.107954,62.5894818455,9698.34888126,80,30-45,4,1078.58781771,7,Foot_or_bicycle,Services_or_Retail,843.721158483,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
6598,Reds,2,404.04228506,47252.1438175,Financial,134.680761687,No,583.31172327,Yes,Male,After_16:00,0.691090269014,0.918902773177,8.5283948388,9.57663247129,4.27824607119,9.01351271663,5340.0,6.56613686588,688.765706633,4885.98675801,80859.7535767,Yes,123092.589061,26.2443461841,950017.856843,28.5132406745,18283.5883302,60,30-45,3,1085.28071029,2,Car,Hightech,860.614041741,4,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6599,Reds,9,79.9574508754,10233.3028678,Education,26.6524836251,No,383.95306838,Yes,Female,By_16:00,0.929158993997,0.812587323133,6.82054518722,4.56865654793,7.78355933959,0.107118063606,7877.0,31.1825062847,707.184667341,5253.90001848,82598.1122768,Yes,147419.958718,26.592943939,1001461.91863,26.9477917813,747.007367013,100,30-45,2,1098.69056673,16,Public_or_other,Industry_or_other,847.658118566,0,No,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
6600,Purples,2,-288.512784388,-32197.7263786,Education,-96.1709281295,Yes,334.79687682,Yes,Male,After_16:00,0.644740332384,0.646164482925,2.34981298912,1.55030702474,8.99530880386,3.63117329078,8191.0,46.1886784993,695.269903685,4738.50857557,74502.022737,No,112088.948728,26.3679711712,967718.704535,57.3587302119,9162.67648916,100,45_and_up,6,945.937460482,1,Public_or_other,Student_or_Unemployed,573.429718967,0,Yes,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0
6601,Reds,4,179.361406454,23126.9596482,Financial,59.7871354847,No,386.821670929,Yes,Male,After_16:00,0.304751440417,0.630455438048,5.6808192539,9.33271941496,5.46851657098,5.01184700057,8832.0,55.2177377278,676.32034261,5220.85739451,79047.8168285,Yes,149631.0051,26.0061597052,916013.764675,68.0931810057,3644.28870495,60,Below_30,2,1046.63614966,13,Foot_or_bicycle,Industry_or_other,798.53134843,0,No,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
6602,Yellows,3,38.466152644,5531.22894121,Financial,12.8220508813,No,431.384104805,Yes,Female,By_16:00,0.860351061914,0.812009826303,4.22211527824,4.83241669601,9.44032622036,2.56967718247,8646.0,91.8315524934,598.034370009,5509.90978807,69782.0307975,Yes,186092.245879,24.4547412583,716366.632199,16.2096721819,187.227039685,60,45_and_up,3,898.885678599,20,Public_or_other,Hightech,635.032670221,1,No,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0
6603,Oranges,9,309.099740388,45597.3814582,Healthcare,103.033246796,No,442.550175562,Yes,Female,By_16:00,0.709560566815,0.927935243817,7.72700167494,9.07655032817,7.76222128654,0.710713267326,6742.0,29.8053923529,585.737049057,5596.97585373,72487.3191778,Yes,195850.65789,24.2020050627,687415.505463,70.3252466395,10728.8831921,80,30-45,2,965.005367549,3,Car,Public_Sector,787.174011683,1,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
6604,Reds,8,539.559930613,114889.922906,Education,179.853310204,No,638.797933582,No,Male,After_16:00,0.530991476728,0.025188166881,0.877357146237,0.541878661606,1.72307749977,4.22461821465,6048.0,90.1149205398,667.754722689,7723.4887812,80218.4745522,Yes,408062.799948,25.8409504989,893134.516927,59.7133852541,32537.0665016,100,30-45,3,1011.34886696,14,Foot_or_bicycle,Public_Sector,692.979646357,0,No,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
6605,Reds,1,57.1473424222,10897.2760768,Social,19.0491141407,No,572.062091514,No,Female,After_16:00,0.337860068306,0.149700712878,4.47098041186,6.7190067796,1.47869534325,1.09802068211,3375.0,0.151691609062,660.825742688,7042.27240052,78938.5678189,Yes,327255.036548,25.706531129,874674.145308,81.7470357753,391.917863688,70,45_and_up,3,1007.32878731,2,Motorcycle_or_truck,Public_Sector,710.758819487,0,No,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
6606,Oranges,8,221.92654508,32409.1834709,Healthcare,73.9755150266,No,438.106898739,Yes,Female,By_16:00,0.560775075108,0.787334983237,3.03507322911,6.02852043463,1.29796218127,0.740586889442,4465.0,83.4366735537,553.987490992,5489.04396937,69067.5190004,Yes,191937.654722,23.536938862,615004.591703,50.4822823219,5556.35233848,80,45_and_up,2,918.501658777,18,Foot_or_bicycle,Hightech,752.204454022,1,No,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
6607,Whites,5,85.0724906418,4887.63223552,Military,28.3574968806,No,172.357675154,Yes,Female,After_16:00,0.962159071118,0.698517234297,0.297739082016,0.764003540389,2.38870687317,8.40468171751,9558.0,78.0772396829,662.093253195,3047.76325793,77664.1649888,Yes,29707.1681844,25.7311727909,877863.684496,52.3385664681,842.505126214,30,Below_30,1,1086.30717921,16,Motorcycle_or_truck,Public_Sector,946.374967632,0,Yes,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0
6608,Greens,10,127.453929101,28438.8468138,Foreign_Affairs,42.4846430337,No,669.391214874,No,Female,By_16:00,0.367144478019,0.515635514865,7.35823604977,8.81360497093,0.0226844567806,4.08071278594,9996.0,2.2986342432,803.268639295,8300.44942733,83394.7791012,Yes,448084.598551,28.3419942717,1291497.51963,51.4283448691,1857.42953673,40,Below_30,1,958.438229565,3,Public_or_other,Services_or_Retail,337.114665424,1,Yes,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0
6609,Whites,7,175.193763053,55645.7569538,Foreign_Affairs,58.3979210175,No,952.872225316,No,Female,By_16:00,0.0542000923306,0.529627486598,6.00238435669,6.33819877869,6.13686336903,3.38414400816,7144.0,27.0614109933,958.462218266,11445.6466897,115010.584264,Yes,907965.477779,30.9590409778,1839224.90161,91.0573960748,3478.71510019,40,30-45,2,1439.0940662,5,Car,Hightech,962.381694463,0,Yes,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6610,Reds,2,784.970030474,157009.316369,Environment,261.656676825,No,600.058512836,No,Female,By_16:00,0.902984034503,0.991589037236,9.77672583656,1.81703002192,0.977647739928,0.418091216125,4854.0,91.1427516257,704.381205063,7409.34753849,82579.6037582,Yes,360070.218827,26.5401809538,993612.697067,77.449755976,68735.8732037,90,45_and_up,2,1042.38616703,20,Motorcycle_or_truck,Hightech,696.874462388,0,No,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
6611,Yellows,7,338.879509409,52184.1866462,Education,112.95983647,No,461.971159637,Yes,Female,After_16:00,0.961042926181,0.10400748672,1.70976932626,9.48030238273,8.36329292972,0.398464340251,3350.0,80.5743524805,627.910695492,5875.53298735,73361.71739,Yes,213417.352336,25.05814629,789679.799926,45.9310713457,12882.8844917,100,Below_30,2,943.389612272,20,Public_or_other,Public_Sector,664.145740731,0,No,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0
6612,Greys,1,867.957998822,127209.790545,Financial,289.319332941,No,439.686450441,Yes,Female,After_16:00,0.220601934241,0.64741264889,8.8939368003,8.76385499956,0.417464836501,3.87240028009,9243.0,82.2075568605,607.502215297,5611.868935,72745.8622201,Yes,193324.174702,24.6475600272,739292.396386,26.0766234947,84004.9957461,60,45_and_up,5,953.134015742,18,Motorcycle_or_truck,Services_or_Retail,724.826753862,4,No,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
6613,Pinks,6,628.9215605,183497.672581,Other,209.640520167,No,875.296781535,No,Male,After_16:00,0.431187718641,0.48279838427,1.6252432717,3.62497640774,2.01487718849,3.245693387,4387.0,94.8429689975,797.565163579,10348.0981425,101266.548282,Yes,766144.455766,28.2411962137,1274087.4723,77.9776345007,44168.788216,50,Below_30,3,1296.2359321,14,Public_or_other,Student_or_Unemployed,981.795213459,0,Yes,6.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0
6614,Reds,3,683.187963388,84565.483754,Financial,227.729321129,No,371.342097428,Yes,Male,After_16:00,0.148197793402,0.412271471694,6.48199777817,1.99114360847,5.51431284985,3.27955076704,9948.0,13.1159987068,663.082836822,5039.58664792,77486.3707316,Yes,137894.953322,25.7503948867,880527.166382,66.0861937562,52098.3730232,60,30-45,1,1027.97241787,12,Foot_or_bicycle,Hightech,788.127309983,2,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6615,Reds,3,253.839061611,31953.4929877,Environment,84.6130205369,No,377.642740857,Yes,Male,By_16:00,0.748951733578,0.89752497524,5.16111148754,9.70061061671,2.11295505287,4.99227112858,9233.0,49.6498108841,686.881278459,5150.18996549,80877.5004253,Yes,142614.039722,26.2084199916,944847.557681,19.9345600558,7253.97626491,90,Below_30,3,1080.02419761,20,Foot_or_bicycle,Hightech,848.133545829,0,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
6616,Browns,4,1191.05869754,217144.737243,Environment,397.019565846,Yes,546.937118275,No,Male,By_16:00,0.585359385703,0.42261661659,3.56283914996,3.8672664389,2.93850820512,5.49853280652,7135.0,43.8054832164,511.998649737,6493.36848223,62140.5151662,No,299140.211347,22.6273871611,525358.810574,61.9592404692,158031.55523,90,30-45,5,773.811891734,10,Foot_or_bicycle,Public_Sector,516.638790285,2,No,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
6617,Yellows,5,523.291799479,104098.89042,Healthcare,174.430599826,No,596.792595588,No,Female,After_16:00,0.291884802049,0.194136175793,0.87794910185,3.81102638785,4.53858172754,4.55640669214,8021.0,86.8501631077,623.352528112,7214.6310121,79824.2629651,Yes,356161.402149,24.9670288203,778604.871054,31.1760137556,30610.4647556,80,30-45,4,1051.36146075,3,Public_or_other,Student_or_Unemployed,861.329851788,1,No,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
6618,Reds,2,961.238536159,124506.252316,Social,320.412845386,No,388.580714254,Yes,Female,By_16:00,0.412686505355,0.0481786984019,5.16389618861,9.86331315245,2.0066062361,2.81026677927,4513.0,86.8543579243,720.010062743,5325.82726802,82983.4003042,Yes,150994.97149,26.8330032375,1038043.94088,67.5392399542,102994.804334,70,45_and_up,3,1095.05676143,11,Public_or_other,Services_or_Retail,816.379267064,2,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0
6619,Reds,4,149.920392233,19134.2024272,Healthcare,49.9734640776,No,382.887253874,Yes,Female,After_16:00,0.479598893784,0.836137374165,0.707686024252,5.89463540586,9.11643459927,1.67488381732,6952.0,28.3329764381,681.303753141,5191.48004502,80020.711264,Yes,146602.649179,26.1017959754,929568.900894,31.7576044006,2557.32057599,80,Below_30,2,1064.66487923,3,Public_or_other,Services_or_Retail,826.405552037,1,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0
6620,Yellows,10,312.221278699,52964.5585089,Social,104.073759566,No,508.913665939,No,Female,After_16:00,0.906268046703,0.325702265371,2.71446681116,9.43381886464,0.891033180524,0.701286718249,6762.0,90.7804427203,663.369559793,6415.87577898,81843.8665683,Yes,258993.119379,25.755961636,881512.162407,40.7836164813,10945.4211898,70,30-45,2,1085.37548049,20,Motorcycle_or_truck,Services_or_Retail,874.903020166,2,No,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
6621,Reds,1,746.066103652,91944.7574346,Social,248.688701217,No,369.71827423,Yes,Male,By_16:00,0.233462623088,0.0762739204802,7.72408274235,2.58374072844,2.60676863836,8.29407710582,5927.0,31.8459733622,684.840821771,5066.86438584,80242.785054,Yes,136691.6023,26.1694635362,939227.112282,89.5370425889,62104.7588145,70,Below_30,2,1070.07440724,19,Foot_or_bicycle,Industry_or_other,833.491680455,2,No,7.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
6622,Greens,5,765.373512373,35014.325741,Foreign_Affairs,255.124504124,No,137.244071718,Yes,Female,After_16:00,0.832424647873,0.0683259761427,7.90456817485,1.491496081,1.77059591748,4.89845100557,4296.0,41.0988074029,205.967290345,1784.37529787,20037.4592513,Yes,18835.9352217,14.3515605543,85045.6380993,97.3719751462,65353.6371087,40,Below_30,1,225.767290319,18,Foot_or_bicycle,Services_or_Retail,53.3446436748,1,Yes,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0
6623,Yellows,5,171.086141898,25060.1564085,Environment,57.0287139658,No,439.430502036,Yes,Male,By_16:00,0.845876894891,0.0961585440673,2.87994213868,3.01866132533,6.54842306627,0.674393549562,8192.0,16.0244705854,637.334144938,5668.97331024,71712.3093107,Yes,193099.16612,25.2454777126,813415.370726,19.1887803841,3319.30293056,90,Below_30,0,905.701588932,10,Motorcycle_or_truck,Public_Sector,576.315616569,0,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0
6624,Reds,1,30.1275297363,5491.03397454,Social,10.0425099121,No,546.779044542,No,Male,By_16:00,0.275874134386,0.110978919314,3.73057556339,6.07232967857,7.48795235762,8.50806157803,7717.0,55.7880128734,657.086080166,6781.96260575,77148.9774942,Yes,298967.32355,25.6336903345,864745.658075,5.05299568176,120.894515247,70,30-45,2,978.37814451,20,Public_or_other,Student_or_Unemployed,664.645535813,0,No,7.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0
6625,Yellows,1,632.899012513,88021.533623,Financial,210.966337504,No,417.230230492,Yes,Male,After_16:00,0.60337786912,0.568192434963,8.74792490853,5.26565589244,0.346094246488,7.92784517864,8491.0,29.1999677196,567.449564308,5307.20143353,67108.8005217,Yes,174081.065236,23.8211998923,645060.895056,49.0705819102,44727.7618975,60,30-45,3,870.252010463,19,Foot_or_bicycle,Services_or_Retail,635.648759075,2,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
6626,Blues,6,395.041961155,55486.0644742,Healthcare,131.680653718,No,421.368385616,Yes,Male,By_16:00,0.832703839056,0.414941853844,6.95304941852,3.49546183366,2.35479223542,5.94582821475,8163.0,51.4831654495,570.543700103,5354.77125637,66388.7871727,Yes,177551.316397,23.8860566043,652062.118823,36.9821289321,17481.4752174,80,30-45,0,850.887660155,18,Car,Student_or_Unemployed,590.522983001,0,No,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0
